Emoji unice în predicții: 671
{'🍵', '🍀', '👗', '🐘', '🇪', '🧜', '🌬', '🔲', '🌠', '🪵', '🐺', '🧚', '🌨', '📚', '🥦', '👶', '🏎', '🤞', '🔆', '📢', '🐒', '⚕', '⛩', '😄', '🛒', '🤣', 'n', '🕰', '🛩', '️', '💡', '🎋', '🦴', '🏨', '🥟', '🪑', '🔴', '🫂', '🧑', '🌽', '📐', '✂', '🐿', '🌅', '🏔', '🤵', '👠', '🌐', '🍺', '🏣', '🏼', '🤔', '🇮', '😞', '🍨', '🧒', '🌉', '✔', '🙅', '🖋', '🐇', '🐻', '⚔', '🐦', '⛰', '✨', '🚑', '🚧', '👋', '🤩', '🧀', '🏃', '🌻', '😂', '🐆', '🥋', '🧶', '🕳', '👌', '🗻', '🔛', '💎', '☃', '🎁', '🌀', '🔗', '😌', '🍚', '🎇', '🐠', '🔙', '🍗', '♀', '🕊', '🎥', '🏍', '🥣', '⏩', '🦇', '🙌', '🚣', '🔳', '🍖', '🚒', '🥊', '✊', '🌁', '🐳', '👎', '📦', '🏌', '🗃', '🌷', '📜', '🗝', '😬', '💁', '⛹', '🇩', '👏', '😁', '👃', '👻', '📺', '🪜', '👡', '🪶', '💲', '🔪', '🥰', '👕', '🆘', '🗼', '👧', '😤', '🎳', '🔭', '☺', '🎖', '🧈', '📰', '👜', '🏝', '🥁', '🌌', '🍄', '🗾', '⛅', '👷', '🥗', '🏯', '⛄', '🍞', '🐬', '🤖', '🗺', '🏬', '📷', '🧽', '🐢', '🐰', '🏆', '🏖', '🌈', '🌆', '💬', '🥛', '🏀', '📈', '🧠', '☔', '⌛', '👑', '🏙', '⚽', '🌾', '🦅', '✝', '🥒', '💆', '🏐', '🤷', '🐚', '🛶', '🧥', '🎓', '💐', '🇵', '👬', '😲', '😵', '🔐', '🍱', '🛌', '⛈', '🏟', '😢', '🇫', '👴', '🔎', '😅', '💞', '🚗', '🧱', '🧭', '🐼', '🚫', '🌯', '🏡', '💭', '👰', '🎞', '🌟', '🌎', '🧹', '🧵', '🚐', '💊', '🎷', '🍎', '🥼', '🎒', '🐋', '👯', '🍝', '🍳', '🌊', '💧', '🏋', '😆', '🎬', '🌄', '🧗', '🥂', '💖', '🏭', '🔧', '🌪', '🧊', '🚀', '🇸', '🐜', '🌫', '🎃', '🥤', '🔌', '⏰', '🧐', '❌', '😫', '🕹', '🥧', '🥓', '🌶', '✍', '🙂', '🆕', '🧙', '👐', '🍙', '📊', '🌩', '🤸', '👉', '🛋', '👒', '🗣', '✋', '🏮', '🔦', '🥬', '📣', '🍛', '🧢', '🎩', '🔬', '🐈', '👊', '😃', '❓', '👔', '👫', '🐕', '🦄', '🖤', '🇭', '🍪', '👸', '🧘', '🧦', '🏁', '🤝', '😓', '😎', '🪛', '🦰', '🍲', '⛪', '🖌', '⛵', '👩', '🥑', '😈', '🇹', '💼', '💉', '🩺', '🍃', '😺', '🇬', '🗯', '🚨', '🧡', '🛁', '🌍', '🤗', '🕌', '⛺', '🤜', '🤓', '🦢', '😮', '💨', '🚚', '💓', '👵', '🧳', '🧖', '🇨', '🧼', '👨', '🍫', '🚍', '🌸', '🥚', '🌰', '🌧', '🚜', '🤯', '🛫', '💔', '💑', '😷', '⛷', '🐱', '🍣', '📝', '🧁', '🍷', '🦸', '👪', '🗓', '🏠', '🍍', '🗽', '🚪', '😰', '🦳', '🧓', '🎻', '👥', '🪨', '🍜', '🏥', '🤹', '🍦', '🛵', '🆒', '🇱', '🏢', '💻', '🕍', '🔜', '➡', '❄', '🍁', '🎾', '🇽', '🥘', '🔋', '🦐', '🎂', '🇯', '🕶', '😊', '☀', 'a', '😋', '🛥', '⚡', '🏺', '🌱', '👀', '🚶', '🏽', '🐶', '👅', '💸', '🧂', '🇺', '🤡', '☮', '💦', '💒', '🇧', '🛏', '🤤', '🤴', '💍', '⏱', '🚵', '💮', '⭐', '🍰', '🎊', '😣', '🔄', '🏻', '🌿', '🌤', '🛀', '💕', '🌺', '➕', '🛠', '🔮', '✏', '📉', '🎹', '🖥', '🔨', '🌲', '👢', '🎸', '🐍', '😭', '🇲', '📏', '🦌', '👖', '🧅', '🦩', '🌮', '🧰', '😻', '🌞', '🎶', '🕉', '💫', '🍌', '🧤', '🚅', '🐾', '🐟', '🦋', '🩳', '😍', '👍', '🎯', '🔩', '🚿', '🪂', '🏄', '🏊', '🍟', '👦', '📸', '🍂', '🖼', '💄', '🚙', '💗', '☁', '⚾', '🏕', '✌', '🩹', '🥵', '🇴', '🎟', '🎨', '🍉', '🏈', '💙', '🦒', '🤿', '🥄', '🌳', '🔑', '😴', '🩰', '📱', '⏳', '🐧', '🏅', '📅', '🎡', '🍿', '🍽', '🎿', '🐡', '🐑', '🫔', '⚙', '⛸', '🌡', '🍹', '💅', '🧪', '🌇', '🛴', '🔒', '🤙', '🧸', '🛍', '🍅', '💳', '🚤', '👙', '🎈', '🪟', '🌑', '🌴', '🌭', '🔥', '🎄', '🏵', '🔁', '🎆', '↔', '🔵', '💃', '🏛', '🍓', '🌼', '😱', '💇', '💘', '💯', '🎲', '🎎', '🚰', '🥐', '🏰', '🇦', '🪚', '🌥', '🇷', '🥶', '🦁', '🍴', '🛹', '👚', '🗿', '🥞', '🦉', '🕵', '😒', '😇', '📽', '☑', '💚', '\u200d', '🧣', '🍢', '⛓', '👭', '👁', '🤪', '🥩', '🚦', '🥅', '🍤', '😨', '🎉', '💥', '☕', '💰', '🛣', '🧩', '🇰', '🚴', '🏫', '🖐', '🥕', '🤏', '🙏', '🌃', '🦏', '🖊', '🎪', '🍶', '🏗', '👟', '🧺', '🕺', '💣', '🤘', '🦜', '💾', '🐵', '🇳', '🏘', '✈', '🌵', '👣', '🎼', '🎤', '⛱', '🎠', '🔫', '🥳', '👂', '🪓', '🏜', '♂', '🙈', '🥾', '🎮', '🕴', '🏂', '🪄', '⚖', '🏞', '✅', '💛', '📖', '🫖', '🗨', '🎵', '💜', '🥇', '🤲', '🥪', '🍔', '🌙', '🚲', '🎧', '🎺', '🪒', '🪴', '🐅', '🍇', '🦷', '🐨', '🎭', '🔍', '🎢', '⛳', '😩', '🍮', '🤕', '🤽', '🍕', '🚌', '🌹', '🔝', '🥢', '🔊', '❤', '🚘', '⚒', '🍯', '😕', '🐝', '🍾', '🕷', '🚛', '💤', '💪', '😔'}

===============================
        GLOBAL METRICI
===============================

Exact Match         : 0.0000
Emoji F1            : 0.3777
Jaccard             : 0.2666
Avg Levenshtein     : 8.0275
Avg Length Diff     : 3.0386
BLEU                : 0.0000
ChrF                : 7.3212

===============================
        STATISTICI AVANSATE
===============================

Lungimi predicții:
Avg True Len        : 7.7545
Avg Pred Len        : 7.6608
Std True Len        : 3.5386
Std Pred Len        : 3.0924

Under/Over-generation:
Under-generate      : 0.4296
Over-generate       : 0.4582
Equal length        : 0.1122

Top 20 emoji în TRUE:
[('️', 2047), ('\u200d', 571), ('✨', 345), ('❤', 227), ('♀', 222), ('💪', 211), ('🎨', 161), ('🔥', 160), ('🌸', 147), ('😍', 136), ('🌿', 128), ('🌟', 123), ('♂', 113), ('🌊', 110), ('☀', 105), ('🌳', 105), ('👩', 104), ('🌈', 102), ('💃', 102), ('🏞', 102)]

Top 20 emoji în PRED:
[('️', 1124), ('✨', 503), ('\u200d', 401), ('❤', 330), ('💪', 270), ('🔥', 224), ('♀', 217), ('😍', 184), ('🌿', 183), ('🎨', 166), ('🌟', 164), ('🏞', 156), ('🌳', 154), ('🌞', 152), ('☀', 152), ('🌸', 140), ('😌', 139), ('🎉', 138), ('🌊', 127), ('💫', 126)]


true,pred,exact_match,emoji_f1,jaccard,levenshtein,len_true,len_pred,len_diff
🛠️✨🔧💪💼,✅️👋👜🔧🔩🛠,0,0.4615384615384615,0.3,5,6,7,1
🏥👩‍⚕️🌡️💊🛌🤗,‍⚕❤️🌡🏥👩💉💊😷🙏🤕🤗🩹🩺,0,0.64,0.5,11,10,15,5
🤽‍♀️🔥🏖️🏋️‍♂️✊,☀️🌊🏐🏖,0,0.2222222222222222,0.16666666666666666,12,13,5,8
💃💁‍♀️👖,🏼👌👗💁💃💕😍,0,0.30769230769230765,0.18181818181818182,7,6,7,1
🎾✨👥😅🤜📶🎾💪🔥,🎯🎾🏀🏆👊👏💪🔥,0,0.35294117647058826,0.23076923076923078,7,9,8,1
👗⏳😍🔥,✨🌟👖👗👠💁💃💕🔝🔥🖤😍,0,0.375,0.23076923076923078,10,4,12,8
🙏💖🌺🍀💕🌼,❤️🙏🥰,0,0.2,0.1111111111111111,6,6,4,2
🇮🇸❄️🔥🏔️🎵🌸,️🇦🇳🌅🌊🏔🔥🛶,0,0.35294117647058826,0.23076923076923078,8,9,8,1
🌵💧❤️🪴🏠,🌵🏜💦💪🔥,0,0.1818181818181818,0.1,5,6,5,1
💃🎶🕺👯‍♂️👯‍♀️🌅,️👬👭🙌,0,0.125,0.08333333333333333,11,12,4,8
☀️🔥💦,☀️🍦🔥🕶😎,0,0.6,0.42857142857142855,3,4,6,2
🌿🌸🧘‍♀️💆‍♀️😌,‍♀♂️🌸🌺🌼🌿🏵💆💐💜😌🧘,0,0.64,0.5714285714285714,12,11,14,3
🍔🍟🤤🍔🍟,🍔🍟💯🔥😋😍🤤🥬,0,0.4615384615384615,0.375,6,5,8,3
⚽🌍🧑‍🤝‍🧑🥅⚽,‍⚽🌍🌎🏀👥👦👧👨👩💪🤝,0,0.380952380952381,0.2857142857142857,10,9,12,3
🎨🌌🖼️💤🌀👀🎭🤔💭,🌀🌈🌌🎨👁💫💭🔮😵🧠,0,0.4000000000000001,0.25,10,10,10,0
🌳🎍🤩🌱🧒👉📏,‍♂️🏃🏋🏼👟💪🔥,0,0.0,0.0,9,7,9,2
🏙️🌆🎨🗣️❤️😍🌈🦝🌼,️🌆🌈🎨🏙💥🖌🗣,0,0.6,0.5,10,12,8,4
🌅🏝️⛱️🌊☀️😎💦,‍☀♀️🌊🌴🏖🏝,0,0.4444444444444445,0.3333333333333333,8,10,8,2
🏝️🌊🚤⛱️☀️🧘‍♀️🍹🌅😍,☀🌅🌊🌴🏖,0,0.3,0.21428571428571427,14,15,5,10
🇮🇪🍀🌄🍺🍻🍃,🇩🇪🌲🌳🍺🏞🏰🛶,0,0.26666666666666666,0.15384615384615385,6,7,8,1
🔥🚚✨🪟🍔🌭🎉,🌽🏠🏡🏼💪🔌🔥😋,0,0.13333333333333333,0.07142857142857142,8,7,8,1
🍅🥦🥭🍓🍞🛒✨🌿,‍️🌮🌶🌽🌾🍅🍉🍎🍔👩🛒🥕🥗🧁,0,0.1739130434782609,0.09523809523809523,13,8,15,7
🏊‍♂️💦💪🧘‍♂️👁️‍🗨️🏋️‍♂️,‍♀♂️🌊🏊🐬👀💦,0,0.3448275862068966,0.35714285714285715,17,20,9,11
❤️🥰🧥🌬🌨👨‍❤️‍👨☕❄️,❄️🌨🧣🧥,0,0.4,0.36363636363636365,13,15,5,10
🦋🎏🌻🐝✨,✨🌸💫🦋,0,0.4444444444444445,0.2857142857142857,5,5,4,1
🌟💡🎨,️🌈🌟🎉🎨🎭💃💥🖌,0,0.3333333333333333,0.2,7,3,9,6
🦁💯💃🏽🌍,👑🔥🦁,0,0.25,0.14285714285714285,5,5,3,2
🍣🍣🍣🎨🔪🌸😋👌😍,✨🍣🎨👌😋😍,0,0.6666666666666667,0.625,5,9,6,3
🖼️🤯💫🎨👏,✨️🌌🎨👁💡💫🖼😮😲🤯🪄,0,0.5555555555555556,0.38461538461538464,10,6,12,6
🏀💪💃🤝🔥,‍♀🎯🎾🏀👥💪🥇🧠,0,0.2857142857142857,0.16666666666666666,8,5,9,4
👴📖🧐🗣️💭,👨👴💡💬💭📖🗣🧓,0,0.5714285714285715,0.4,7,6,8,2
⛈️🌪️🌅,⚡⛈️🌧🌩🌬,0,0.3636363636363636,0.25,4,5,6,1
🌯🌯💕🌯😋🤤,️🍅😋🧀,0,0.2,0.14285714285714285,5,6,4,2
🐘🐾🧠🎉🙏🏼🌿🗞️,🎾🐘🐾📚🧠,0,0.42857142857142855,0.2727272727272727,8,9,5,4
👩‍⚕️📖💪😷💉,‍⚕👨👩💉💊💪🔪,0,0.625,0.45454545454545453,7,8,8,0
🏃🏅🥇😎❤️,‍♀♂❤️🏁🏃🏅🏆💪,0,0.5,0.3333333333333333,9,6,10,4
☀️💦🌪️🥵💨💖,☀❄️🌞🌡🏠💨😎🥵,0,0.47058823529411764,0.3333333333333333,7,8,9,1
👩‍⚕️💉💊🏥❤️👨‍👧‍👦🚶‍♀️🏋️‍♀️🏊‍♂️💆‍♀️,‍⚕️🏥👦👨👩💉💊💙🩺,0,0.4285714285714286,0.47368421052631576,26,31,11,20
🍣🌙✨💃,♀️🍣🏼💁💪,0,0.2,0.1111111111111111,5,4,6,2
🌻💛😄,🌞🌻🌼,0,0.3333333333333333,0.2,3,3,3,0
🌻🐝🌸🍃✨,‍🌞🌺🌻🌼🌿🍯🐜🐝👯,0,0.26666666666666666,0.15384615384615385,9,5,10,5
🏈👕🎉❤️,‍🎉🏀💃💪,0,0.20000000000000004,0.1111111111111111,5,5,5,0
🏗️🏛️👷‍♂️🔨✨,✏✨️🏗🏢🏰👷💪📐🔨🖌,0,0.47619047619047616,0.35714285714285715,9,10,11,1
🚲🔧❤️,️💪🔧🔩😎🚲🛠,0,0.5454545454545454,0.375,6,4,7,3
🥗🥕🍇🥒🙌,🍅😋🥑🥗,0,0.22222222222222224,0.125,5,5,4,1
🍔🍟⚡,🍔🍟💦😋🤤,0,0.5,0.3333333333333333,3,3,5,2
🎤🎶🎸💜🙌,🎤🎵🎶🎸😍🤘🤩,0,0.5,0.3333333333333333,4,5,7,2
🏖️🍴🥂🦐🌺,‍♂️🌊🏊🏝🚵🤿,0,0.14285714285714288,0.07692307692307693,7,6,8,2
🧼🍽️👷‍♀️🔌💦,️🆕🍽💦🔌🚫🧽,0,0.5,0.36363636363636365,8,9,7,2
🚛💪🌊🛤️➕🔓🌏💣😅,️🏞👑💪🔥🚚,0,0.25,0.14285714285714285,9,10,6,4
🏃‍♀️🌳💪🤸‍♀️😄,‍♀️🌲🌳🐾💪😌🚶🥾,0,0.47619047619047616,0.38461538461538464,8,11,10,1
🏰🌳🌲🍃🖼️🧚‍♀️🧝‍♀️🏕️✨,‍♀✨️🏘🏞🏰🧙🧚,0,0.46153846153846156,0.4,15,17,9,8
✨💃🎶🌈🤗❤️,️🌈🎵🎶👯💃💥🕺,0,0.5333333333333333,0.36363636363636365,7,7,8,1
🦋💖💓🙈🍃,❤💓😍🦋,0,0.4444444444444445,0.2857142857142857,4,5,4,1
🏍️🏔️,‍♀♂️🏍💨🛣,0,0.36363636363636365,0.25,6,4,7,3
🤖🛁🏠✨,✨🏠🏡💨🤖🧹,0,0.6,0.42857142857142855,6,4,6,2
💃🎉,🎵🎶💃💥🕺,0,0.28571428571428575,0.16666666666666666,4,2,5,3
😍🏰⛪🌟🔔👼🌹😇🕍✨,⛪✨️🏰💒🔝🕍🤩,0,0.4444444444444445,0.2857142857142857,8,10,8,2
🌴👨‍👩‍👧‍👦🏖️😎⛱️🌊,‍️🌊🌴🏖🏝👦👧👨👩😍😎,0,0.7692307692307692,0.7692307692307693,13,14,12,2
🌅🌊😍🙌🧡,🌅🌊🌞🌴🏖🐚😌😍,0,0.4615384615384615,0.3,6,5,8,3
👖💔🤘🔥😎,👖👟💥🔥😍,0,0.4000000000000001,0.25,3,5,5,0
🚙💎🌳🤩🏞️,⛰🏎🏞💨💪🚙,0,0.3333333333333333,0.2,6,6,6,0
🚘💨💁☀️💆‍♀️,☀️🌞🌴🏎💨😎🚗🚘🛣,0,0.4210526315789474,0.2857142857142857,10,9,10,1
🖤👗✨💃🌟👠🍸,🏻👗💃💄🖤,0,0.5,0.3333333333333333,5,7,5,2
😁🦷🧼🌟💞,✅✨🌟💅💖💨🚀🦷,0,0.3076923076923077,0.18181818181818182,8,5,8,3
🏰🌍🏯🕌💠,✨️🌆🌌🌍🎨🎭🏛🏰💫🕌🖼,0,0.35294117647058826,0.21428571428571427,10,5,12,7
👸👗🌸💃,☀🌸🌺👗💃💐,0,0.6,0.42857142857142855,5,4,6,2
🌙☕📚🧘‍♀️💆‍♂️💤,‍♀♂✨❤️💆💪😌🧘,0,0.5454545454545454,0.42857142857142855,10,12,10,2
☔💦‼️,☔⛈️🌧💦,0,0.6666666666666665,0.5,4,4,5,1
🎢🤩😮🔥,✨️🎢🤩,0,0.5,0.3333333333333333,4,4,4,0
🦁👑💪🔥,✨🌟🐾👑💪🙌🦁,0,0.5454545454545454,0.375,5,4,7,3
🛠️🔩🛠️📏🪚🔜🪜,⚙✅📐🔧🔨🔩🛠🧰,0,0.23529411764705882,0.15384615384615385,9,9,8,1
🏋️‍♀️💦🏃‍♀️⚡💪😎💨,‍♀♂️🏃🏋👟💦💪,0,0.6086956521739131,0.5833333333333334,10,14,9,5
🎭🕰☺️😢🌅💘,☁❤️🌑🌸💔💭📸🔙🕰😔😢,0,0.3157894736842105,0.1875,12,7,12,5
☀️🕶️🌊🚗💨🌴🕺,☀⛱️🌅🌞🏖💨😎🚗🚘,0,0.4210526315789474,0.2857142857142857,8,9,10,1
🌊🏖️☀️👨‍👩‍👧‍👦💛🥰,‍️🌊🌞🌴🏖👦👧👨👩😎,0,0.64,0.5714285714285714,12,14,11,3
☕💪💼🌟💡💥,⚡🎯💪💯💻💼📈🔌,0,0.28571428571428575,0.16666666666666666,7,6,8,2
🍔💦👌🏼😋🤤,🔥😋😍🤤🧀,0,0.3636363636363636,0.2222222222222222,6,6,5,1
👨‍🦳🤠🎥🐴🌵😌❤️,❤️🎥👀👨👴📖,0,0.47058823529411764,0.3076923076923077,9,10,7,3
🌵💪🌿🌵🦔👍,❤🌱🌵🍃🏜🏼💪,0,0.30769230769230765,0.2,7,6,7,1
💃🌟👀💃🌟💥👕👖🧣🧦,✨🎨👔👖👗👜👠💃💄💼🕶🧵,0,0.1818181818181818,0.1111111111111111,12,10,12,2
🇨🇭🍫🏞️🏰🧣❄️🌨️♨️🥾,‍♂⛰️🇩🇪🌲🍺🎉🏔🏕🏞🔥🛶,0,0.14285714285714285,0.08695652173913043,14,14,14,0
🤵👔👠✨🌟,‍💪💼🔥🕴😎,0,0.0,0.0,6,5,6,1
📏✂️🧩,✅✏❌️💯📏📐🔒🔧,0,0.30769230769230765,0.18181818181818182,8,4,9,5
📜👁️✒️,✍✨️🎨🖌,0,0.20000000000000004,0.125,4,5,5,0
🍽️👪💥😂❤️,‍♀❤️🌳👯😂🚶,0,0.39999999999999997,0.2727272727272727,7,7,8,1
🩺⭐👩‍⚕️❤️,‍⚕❤️🏥👨👩💉💊💪🩺,0,0.631578947368421,0.5,11,8,11,3
✈️🧳👜🌟😎💁‍♀️,‍✈️💼🕶,0,0.4,0.2727272727272727,9,10,5,5
🌞🕶️👙🏊,‍☀♀️🌊🌞🌴🏄🏊🏖👙🕶😎,0,0.5555555555555556,0.38461538461538464,11,5,13,8
🚣‍♀️🛶💦🌊🌅,‍️🌞🌳,0,0.3333333333333333,0.2,6,8,4,4
☕🌧️😴❤️,☔☕🌧🏠💤📚😴🛌,0,0.42857142857142855,0.3,6,6,8,2
✈️🌍🏙️🗺️🏛️🌄🌍💃🌴💙,‍⛪✈️🌍🎉🏰👩🗺🗿🧭,0,0.32,0.23529411764705882,13,14,11,3
🌿✨🌸💫,🌵🌿🍃💚💫,0,0.4444444444444445,0.2857142857142857,3,4,5,1
☀️🌵🏜️🌿,⛰️🌵🌿🍃🏜🏝🏞💚,0,0.5333333333333333,0.4,6,6,9,3
☕🤫⚡📚💪,☕🌅💪😋,0,0.4444444444444445,0.2857142857142857,4,5,4,1
🥩🍳🥦🍲,‍✨️🍲🍳🍽👩💰🔪🥕🥘🥦,0,0.375,0.23076923076923078,11,4,12,8
🌸🏞️💫❤️✨,✨🌱🌸🌼🍃💫💭🧡,0,0.39999999999999997,0.2727272727272727,7,7,8,1
🛍️🎉🏬👗👠💃💖,✨👗👜👠💃💄🛍,0,0.5333333333333333,0.36363636363636365,7,8,7,1
👨‍🦳👵🫖🍽️💕🤗,✈❤️🍲🍴👴👵💕🕰🤗🧓,0,0.39999999999999997,0.25,9,9,11,2
🏝️🏖️💦👣🕶️🚣‍♀️🌴,️🇬🌅🌊🌴🏖🏝🐠,0,0.380952380952381,0.2857142857142857,12,13,8,5
🍲🍽️🌮🍣🌭,️🌍🌮🌯🌶🍕🍛🍜🍝🍢🍣🍤🍲🍽😋🥘🥟,0,0.4347826086956522,0.2777777777777778,16,6,17,11
🦁🔊🗣️😲🌳,🌲🌳🌿🎶🏞👂,0,0.16666666666666666,0.09090909090909091,6,6,6,0
🇨🇭⛰️🏰🌲❄️🏔️🍫✨,⛰✨️🇭🌲🍫😍,0,0.631578947368421,0.5454545454545454,9,12,7,5
🔝🎨🙌🎫💥😮,‍✨❤️🌟🎨🎭🏛🖌🖼😍😮🙌🤩,0,0.3,0.17647058823529413,12,6,14,8
🐱🌸🦋,❤🌳🌷🌸🌻🌼🌿👀💕,0,0.16666666666666666,0.09090909090909091,8,3,9,6
🔥😋💥🌮,️🌮🌶,0,0.28571428571428575,0.16666666666666666,4,4,3,1
🚶🏞️🌼🌸🌺🌈🧚‍♂️📚🔮😍,‍♀✨️🌟🌲🌳🌸🌼🏞🏰🚶🥾🧚,0,0.5,0.35,14,14,14,0
📚❤️🌧️😌,☔️🌧👀📖📚,0,0.5,0.375,5,6,6,0
😊☀️🌈❤️,☀✨❤️🌞🌻💛😊,0,0.5714285714285715,0.4444444444444444,7,6,8,2
💪🏋️‍♀️💥🙌😊❗,‍♀⚡🎉🏃🏋💥💦💪🔋😁😅🙌,0,0.5217391304347826,0.375,12,10,13,3
🍣💃🏻🥢🍚🤤,❤🍣🎨💕😋😍,0,0.16666666666666666,0.09090909090909091,6,6,6,0
🧘‍♀️🌸💆‍♀️🌟🙏,‍☮♀♂✨️🌅🌸🌼💆🕉🧘,0,0.5217391304347826,0.42857142857142855,11,11,12,1
🌲🌿🥾🌄😌🌼🦋🌈,‍♀⛰✨️🌄🌲🌳🌿🍃🏞💆💚😌,0,0.36363636363636365,0.2222222222222222,13,8,14,6
🧘‍♀️💆‍♀️🙌,‍♀✨️🏋💆💦💪😌🤸🧘,0,0.5,0.4166666666666667,8,9,11,2
👗😘💋,️🏻👗💃,0,0.28571428571428575,0.16666666666666666,4,3,4,1
🙏⛩️💫🧘‍♀️✨,‍♂⛩✨️🌸🌺🏮🏯💫🔮🕉🕊🙏🧘,0,0.5833333333333334,0.4375,12,9,15,6
😌✨🧩,✨🌈🌟😌,0,0.5714285714285715,0.4,4,3,4,1
🍕🧀😌♥️,🍕😋😌😍🧀,0,0.6,0.42857142857142855,3,5,5,0
🏗️💥🛠️🌟,✂✨💥💪🔨🔩😍🛠,0,0.28571428571428575,0.18181818181818182,7,6,8,2
🐘🌳🏞️🎪🧳💪✨,🌍🌎🌳🌿🐘👥🤝🧠🧭,0,0.23529411764705882,0.13333333333333333,8,8,9,1
🌍🎎🍣🌮🍲🍧🍱,‍️🌍🌮🍜🍲🍽🎨🎶🏛💃🗺🥘,0,0.3,0.17647058823529413,11,7,13,6
🏞️🌄🚶‍♂️🏔️🌲🪨🌿,‍♀⛰️🌄🌲🏞🔍🗺🚶🥾,0,0.5217391304347826,0.4,12,12,11,1
💇🔌💥💨✂️🎢,‍♀✂✨⭐️🌀🌬🏃💁💇💨🔝🔥,0,0.38095238095238093,0.23529411764705882,13,7,14,7
🇩🇪🏰📚💻,️🇩🇪🇯🇵🏰,0,0.5454545454545454,0.375,4,5,6,1
🐶✨🥰😄🎮💓🏠👪💖,❤️🐶🐾🤗,0,0.14285714285714285,0.07692307692307693,9,9,5,4
🏙️👀🌞🤩💎🏢📈,☀✨️🌟🏙🏢💎💡📈,0,0.5882352941176471,0.4166666666666667,6,8,9,1
🐦💖🌸🌼🌺🍃🐝🐦🐣,🌸🌺🍯🐝🐦,0,0.5714285714285714,0.4444444444444444,5,9,5,4
🎨🌈✨🪄❤️,✨🌈🌺🎨💥💫🔍🔮🖌🖼😍😮😲,0,0.3157894736842105,0.1875,12,6,13,7
❄️🆒💨😎🌡️✨,❄️🌬💙💨😌,0,0.42857142857142855,0.3,6,8,6,2
👗👜💄🌆,️🌇🌟🎨🎭👗👠💄🕶🖌,0,0.28571428571428575,0.16666666666666666,8,4,10,6
🇯🇵🎎🏮🧘‍♀️🌸,⛩✨🇯🇵🌸🍣🎎🏯🗾🥢,0,0.4210526315789474,0.26666666666666666,9,9,10,1
🌿🌬️🌧️❤️,️🌞🌬🏠💨,0,0.3333333333333333,0.25,6,7,5,2
❄️☃️⛄🌨️❣️,☃⛄❄️🌨🌬🧣,0,0.6250000000000001,0.625,7,9,7,2
🏈💪💨🏃‍♂️🙌🎉✌️😱,♂⚡❤️🏃🏆🏈💯🔥😱🙌,0,0.5217391304347826,0.375,12,12,11,1
🎵🔥🤯🎶🤘,‍♀️🏋💥💪🔥,0,0.16666666666666666,0.09090909090909091,7,5,7,2
🌸🌸🌸🌸🌸💖💫🌸,🌸🌺🍃💕💖,0,0.3076923076923077,0.3333333333333333,6,8,5,3
🌄🏔️❤️🌿🎨,✨🌳🌸🌿🎨🏞🤩,0,0.2857142857142857,0.18181818181818182,7,7,7,0
👥👫🌈🌞💌⛱️👋🏼🏰🌍,️🌍🎉👋👥💐🗺😃🙌🤝,0,0.380952380952381,0.23529411764705882,11,11,10,1
🌬️🧥❄️✨👌🏼,❄❤️🌨🔥🧥,0,0.42857142857142855,0.3,7,8,6,2
🔥🍿🎥🍴✨,‍⏰️🌡🍽🔛🔥🧊,0,0.15384615384615385,0.08333333333333333,8,5,8,3
🍩💫🔥🛋️🧁😝🍬💙😜💛🧁🍭🤩,☕🌈😌😴,0,0.0,0.0,14,14,4,10
💻👨‍💻👩‍💻👨‍🔬💡🤖💻🆕💡,‍🌟👨👩💡💻💾🔧🚀🛠,0,0.4,0.38461538461538464,13,15,10,5
🖌️🎨⚡😍🌻🏰🙌💫,❤️🌈🎨🏛🖼😊,0,0.25,0.14285714285714285,8,9,7,2
🎨🖌️🌟😃💦,✨️🎉🎊🎨,0,0.3636363636363636,0.2222222222222222,5,6,5,1
🔭🌌🪐✨,️🏙👀🔭,0,0.25,0.14285714285714285,4,4,4,0
🐢🧘‍♀️⏳,‍⏳♂✨️🌿🐢👣💪,0,0.5333333333333333,0.36363636363636365,8,6,9,3
🏡👨‍👩‍👧‍👦🛏️🏠🔥,️🏠🏡👧👨🛋🪑,0,0.5263157894736842,0.4166666666666667,11,12,7,5
🥞🍁🥰✨,🍁🍓🍯😋🤤🥞,0,0.4,0.25,6,4,6,2
🌊🚤😎💨❤️🌊,⛵️🌊🌬💨,0,0.5,0.375,7,7,5,2
🦝🙈😈🐾👀,nan,0,0.0,0.0,5,5,3,2
🏀😤🔥✋👊⚡😵,🏀💥💪🔥,0,0.36363636363636365,0.2222222222222222,6,7,4,3
🏰🥂🍽️🛋️🕯️❤️👥💬,❤️🌸🏰👥👫🙏🤝,0,0.4,0.3076923076923077,11,12,8,4
🖌️🖼️🎨🏛️🧩🗿🏆🎯,✨️🎨🎭🏛🖌🖼,0,0.5555555555555556,0.45454545454545453,9,11,7,4
🌸🌸🌸🌸🌸❄️🙏💕,🌸🌺🍃💕,0,0.30769230769230765,0.2857142857142857,7,9,4,5
🌞☀️🌊🏖️😎,☀️🌊🌞🌴🏖👙🕶😎,0,0.75,0.6666666666666666,5,7,9,2
🦩🌈✨🏞️🎆🎇🌍☁️🦩,‍♀️🌊🌞🌴🏝💃🦩,0,0.19999999999999998,0.125,9,11,9,2
