Emoji unice în predicții: 726
{'🍾', '🍖', '👗', '🐑', '🇯', '😮', '🔲', '💦', '⛷', '🎀', '🤣', '👵', '🗻', '👜', '🧘', '🦸', '🎼', '🌩', '✏', '🗿', '🤔', '🚐', '🧱', '🗝', '🪂', '🥂', '👨', '🪟', '🔩', '🦍', '🤪', '💵', '🎡', '😓', '🔍', '🇺', '📘', '🇭', '🏰', '🧑', '👻', '🏹', '🎬', '🤳', '👞', '👛', '👴', '🫒', '🚫', '🐛', '😺', '🏐', '🐿', '💺', '👷', '🤞', '🧵', '🎂', '🚧', '🏼', '🔋', '🕸', '👡', '🤘', '🥚', '😃', '🙌', '🇩', '🌧', '💘', '🍠', '🍻', '🦘', '🧭', '🥪', '🥥', '🏕', '🐡', '🚛', '🥋', '🌔', '📊', '🤲', '🎎', '🌼', '🛶', '🛹', '🥧', '🍟', '💾', '👁', '🏮', '🏯', '📺', '🙈', '💄', '🍿', '🍺', '🐚', '🏛', '🍗', '🌹', '🍙', '👚', '🌳', '🇧', '🖥', '😌', '🐮', '😬', '🍔', '⛺', '🧊', '🧅', '🧀', '⏰', '🥦', '💡', '♀', '🚪', '🦖', '😰', '🛏', '📱', '🌄', '🧂', '💅', '🤤', '💎', '🩹', '⚾', '🎵', '👸', '🧽', '🔶', '🧚', '🎿', '🧿', '🏩', '🌭', '📈', '🏢', '🍫', '🍎', '🎷', '🧪', '🆒', '😆', '🕹', '🐜', '📄', '🥭', '🐋', '🌱', '🙂', '👾', '🔓', '🟣', '🧶', '🏃', '🕺', '🤙', '➕', '🖼', '☀', '🚰', '⛄', '🍶', '🦷', '🥐', '🚌', '💉', '🐒', '🩲', '🦢', '😴', '🍱', '♂', '🌋', '🦒', '🐆', '🍚', '😎', '🏆', '💕', '🇪', '🛍', '☑', '🔨', '🥛', '😂', '💻', '🦶', '🥇', '🏂', '🐓', '🍯', '😼', '🚕', '🌦', '🪵', '🎖', '🏌', '🌲', '🎈', '🇳', '👪', '🐬', '⬛', '😭', '👶', '🕰', '🌯', '🍌', '💛', '📷', '👒', '🥬', '🏺', '🥁', '🥒', '🎒', '💭', '🌀', '🍮', '👬', '🥾', '⌛', '💸', '🥩', '🏫', '🐍', '🍦', '🏔', '🎢', '⭐', '💨', '😫', '👥', '😍', '🍩', '🏡', '💒', '🗣', '⛏', '🛋', '🚶', '🍉', '⛈', '🔠', '💰', '🌡', '😷', '💪', '🇰', '🧳', '☃', '🏈', '🎻', '🎧', '😔', '💞', '👫', '❕', '🐶', '🌈', '👅', '😤', '🤸', '🧄', '🪓', '🚏', '👼', '📢', '🐝', '🥔', '🥏', '🤩', '👐', '🕌', '💁', '🧗', '🌻', '🪑', '🧰', '🍜', '🗽', '🍹', '📝', '🐟', '🎌', '🩳', '🛁', '💬', '🏻', '🕊', '🆙', '🎪', '🙏', '🐦', '🔢', '👔', '🔳', '⚖', '🚣', '🌁', '🔮', '💙', '🧣', '🔑', '🐢', '🫑', '🪥', '🏎', '🎳', '🌵', '🍪', '\u200d', '🇷', '🦴', '🕴', '💜', '🏬', '🖋', '⚔', '🤿', '🐺', '📡', '🐈', '💯', '🇴', '🦇', '😻', '🔴', '🌥', '⌨', '🖊', '🌷', '✈', '🗞', '🪶', '🍷', '🌙', '🦩', '🌴', '🍀', '🇬', '🎊', '🔔', '⏳', '🥟', '🔄', '🥡', '🇵', '🌺', '🎩', '💤', '🐯', '🧁', '🎥', '🦁', '🍨', '🚨', '🌎', '✂', '🛵', '👰', '🚙', '🐵', '🖤', '🐅', '⛳', '⛰', '👌', '😘', '🛼', '🏟', '🕳', '🎮', '🎉', '🍛', '🏪', '🍕', '💍', '☁', '🖌', '💆', '️', '🐳', '📅', '🎇', '🕶', '🍍', '🌨', '🚒', '🔌', '🐄', '🧼', '🛩', '⛹', '🔥', '👓', '🦥', '🏖', '👙', '📆', '🛌', '🚚', '🌾', '👂', '🐇', '🎏', '☕', '🤑', '📣', '💃', '⚡', '🇦', '🔝', '✔', '🍃', '🪔', '🧹', '🏘', '💼', '🌃', '🔭', '🔬', '✊', '💫', '🧈', '🎋', '🇽', '🥙', '🔗', '🍳', '❓', '⛸', '😞', '🇸', '🌍', '🚗', '🧥', '🪜', '❌', '🐙', '🍣', '📚', '🔙', '🏗', '📜', '🌬', '🩺', '🎶', '♥', '🤜', '✍', '🗃', '😄', '🍅', '🏞', '🔒', '🇹', '👩', '🥕', '👟', '🐰', '🟥', '🏠', '🚦', '🦳', '🚤', '😢', '🏙', '✌', '🐠', '🧯', '🤴', '👘', '🚴', '💧', '🪒', '🤗', '⚒', '🏨', '👢', '🧦', '😊', '🦊', '♻', '🧺', '👏', '👑', '😕', '🪴', '😸', '🥜', '🦌', '🦓', '🛒', '🦅', '👕', '😋', '💓', '🏅', '↔', '🪄', '⚫', '📦', '💑', '😱', '🥑', '🪛', '❄', '🏜', '🌐', '🥣', '🏁', '🇨', '🍴', '🔱', '🌌', '🕵', '🌸', '🌫', '🥤', '🖐', '⛪', '💥', '🎤', '🦚', '🎁', '🔀', '🍰', '🐼', '⚕', '🚑', '🍑', '🐱', '🎭', '🍝', '🏀', '🛥', '🗾', '🎆', '🌮', '🌽', '👦', '🥗', '🆓', '🧡', '👧', '🍄', '⛩', '🛫', '🧙', '🗼', '🤕', '🔎', '🏒', '🥅', '🚘', '🍤', '🧴', '🤓', '🦾', '🥢', '🎃', '✅', '🌊', '🍁', '🕉', '🔉', '🐘', '🚜', '🍞', '🦋', '🦉', '🥊', '🏳', '💮', '🏵', '🤹', '🕍', '🚲', '🌆', '🛀', '🍲', '👠', '😁', '👣', '🥳', '🤯', '🧸', '📏', '🆘', '🔐', '🎺', '🥶', '⚽', '🍂', '🤖', '💔', '➡', '💚', '🛠', '🇮', '🎨', '⛱', '🍢', '🦄', '🧩', '🔧', '💊', '🏄', '🍵', '✋', '😽', '🌿', '💇', '💣', '😀', '💲', '🔆', '🔊', '🛤', '😇', '💐', '🔵', '🚵', '🧠', '⚙', '🎍', '🎾', '🏥', '❤', '🔜', '🌰', '👀', '📰', '⛵', '🟠', '🌅', '🏍', '🌪', '☮', '📐', '🌟', '🧓', '📸', '🌉', '🥰', '🧒', '😅', '🔪', '🧐', '⚓', '🤝', '🎓', '🏝', '🙋', '🎲', '✝', '🆕', '🐧', '👯', '🐾', '🥞', '🌠', '🐨', '🏭', '💖', '👋', '🎟', '🏊', '🥓', '🗺', '🍓', '👊', '🐻', '👭', '🇲', '🛴', '🎹', '🌇', '🌤', '🪚', '🚍', '🇫', '🍇', '👖', '🦰', '💝', '🏋', '🌞', '🎞', '🩰', '☺', '🪁', '✨', '🗂', '🗑', '😵', '🏽', '🫂', '👉', '😩', '🍸', '🚀', '🍽', '🕯', '🌶', '🎯', '🦜', '😲', '👃', '🎸', '📖', '🥵', '🥘', '🚿', '👍', '😪', '☔', '🛣', '🧜'}

===============================
        GLOBAL METRICI
===============================

Exact Match         : 0.0000
Emoji F1            : 0.3913
Jaccard             : 0.2759
Avg Levenshtein     : 8.2985
Avg Length Diff     : 3.1440
BLEU                : 0.0000
ChrF                : 7.5875

===============================
        STATISTICI AVANSATE
===============================

Lungimi predicții:
Avg True Len        : 7.8925
Avg Pred Len        : 8.0975
Std True Len        : 3.6284
Std Pred Len        : 3.1343

Under/Over-generation:
Under-generate      : 0.3970
Over-generate       : 0.4975
Equal length        : 0.1055

Top 20 emoji în TRUE:
[('️', 2202), ('\u200d', 607), ('✨', 369), ('❤', 238), ('♀', 236), ('💪', 220), ('🔥', 173), ('🎨', 169), ('🌸', 147), ('😍', 138), ('🌿', 132), ('🌟', 128), ('♂', 123), ('🌊', 111), ('💃', 110), ('💥', 109), ('🌈', 107), ('☀', 107), ('👩', 107), ('🌳', 107)]

Top 20 emoji în PRED:
[('️', 1140), ('✨', 556), ('\u200d', 404), ('❤', 351), ('💪', 295), ('🔥', 249), ('😍', 235), ('♀', 205), ('🌟', 200), ('🌿', 194), ('🎨', 184), ('🌞', 176), ('🏞', 172), ('🌸', 163), ('😌', 162), ('🌳', 154), ('💃', 153), ('💨', 151), ('☀', 148), ('🌊', 145)]

true,pred,exact_match,emoji_f1,jaccard,levenshtein,len_true,len_pred,len_diff
🔥🍳⚡🧑‍🍳💡🔎🍽️,‍⚡✨🆕🍲🍳🍽👩💡💥🔌🔥🥘🧂,0,0.5,0.35294117647058826,12,10,14,4
🔩🔗✨🎨🤩,✨️🌀🌈🎨💫🖌🧩,0,0.3076923076923077,0.18181818181818182,7,5,8,3
🛠️🔩🪓🔧💼,‍️👨🔧🔩🛠🧰🪛,0,0.5714285714285715,0.4,6,6,8,2
⚡🌩️🌌,⚡⛈✨🌩💨,0,0.4444444444444445,0.2857142857142857,4,4,5,1
🌦️🌴🐯🦍🦌,⛰🌅🌊🌲🌳🌴🌿🍁🏛🏞🐘🐾🦌,0,0.21052631578947367,0.11764705882352941,11,6,13,7
🐘🧠💪🔗✨,✨❤️🌳🌿🐘💪📖📚🧠,0,0.5333333333333333,0.36363636363636365,9,5,10,5
🍽️👨‍🍳🎨😋,‍❤️🍰🍲🍳🍴🍽🎨👅👨👩🔪😋🧑,0,0.6363636363636364,0.4666666666666667,11,7,15,8
💪🏋️‍♀️🙌🌟💦🍎,‍♀🏋💦💪😅😌,0,0.588235294117647,0.45454545454545453,8,10,7,3
🔌🔨👊,📐🔌🔨🔩🛠,0,0.5,0.3333333333333333,3,3,5,2
☀️🏞️🥾💚,‍☀♀♂️🌞🌳🏃🚶,0,0.26666666666666666,0.16666666666666666,7,6,9,3
👨👴📖🙌😊🍻,🎉🎶💭,0,0.0,0.0,6,6,3,3
🏛️🖌️🖼️🎨🌟✨💡,✨️🌟🎨🏛💫🖼😍,0,0.6666666666666665,0.6,9,10,8,2
💧⛈️🌧️☁️🏠🎵😌,☁☔⛈✨️🌧🏠💧,0,0.6666666666666665,0.6,8,10,8,2
🙏🌟🌈,✨❤🌟😇😊🙏,0,0.4444444444444444,0.2857142857142857,5,3,6,3
❤️🤗😊😌💕,☀❤️🌞💓💖😊😍🥰,0,0.4,0.25,6,6,9,3
☃️❄️🌨️⚽😆🌬️👫❤️,⛄❄🎉👫😄,0,0.2222222222222222,0.16666666666666666,11,13,5,8
🚙🤔💪,️🚙🛣,0,0.3333333333333333,0.2,3,3,3,0
📸🌅💞🕰️🌟,‍✨❄️🌄🎥👁📚📷📸🔍🕰🖼,0,0.3157894736842105,0.1875,13,6,13,7
🏩🚀💺✨➖⌛👁️➖🍎🌆,‍♀♂️🏙🏢🏨🔝,0,0.10526315789473685,0.058823529411764705,11,11,8,3
👧👧👯‍♀️🎉🌈,🏻👦👧👴👶💕💖😊,0,0.125,0.07142857142857142,8,8,8,0
👀🌆🎨🖌️🌞✨🤝🌍✨,✨️🌆🎨🏙👥💥,0,0.47058823529411764,0.3333333333333333,9,10,7,3
🏃‍♀️💨🎧👍💪,‍♀️🏃💨💭😌,0,0.6666666666666666,0.5,5,8,7,1
🎭🍽️💫🎬✨,❤🎭💔🔥😢😭,0,0.16666666666666666,0.09090909090909091,6,6,6,0
👖🧥💥✌️🌸,✨🌞👕👖💃🔥😎,0,0.15384615384615383,0.08333333333333333,7,6,7,1
👑💐🌷🌻,✨🌸🌺🌿👑💖💫😍,0,0.16666666666666666,0.09090909090909091,7,4,8,4
🧺💃🎵😄💦👚,⚡👕💦💨🔄😁😃😄🧺🧼,0,0.37499999999999994,0.23076923076923078,9,6,10,4
🛠️🔧🔩🛋️💼,✨️💪💼🔧🔨🔩🛠🧰🪚,0,0.588235294117647,0.45454545454545453,7,7,10,3
🇯🇵🌸🍣🎌⛩🏮,⛩🇯🇵🌸🍣🎌🎎🏯👘💮🗾🤖🤩,0,0.6,0.42857142857142855,8,7,13,6
📺🍕🎲🕹️👥💬😂❤️🎉🎊,‍♀♂️🍕🍿🎮🎲👭😂,0,0.3636363636363636,0.23529411764705882,11,12,10,2
🧑🎨🪆🌈🤩,❤🌈🎨🎭💙💛,0,0.3636363636363636,0.2222222222222222,5,5,6,1
🔪🪚🌳🛠️,🌳💥🔨🔪🪓🪚🪵,0,0.5,0.3333333333333333,7,5,7,2
🙏💖🌸💼🏠,🌟🏼💪😌🙏,0,0.20000000000000004,0.1111111111111111,5,5,5,0
🇫🇷🎨🗼🍬🍷✨,🇫🇬🇷🍷🎭💃🗼🧀,0,0.5333333333333333,0.36363636363636365,6,7,8,1
🛠️✨🔧💪💼,⚙✂✅️🏗👋💪💼🔧🔩🛠,0,0.5882352941176471,0.4166666666666667,8,6,11,5
🏥👩‍⚕️🌡️💊🛌🤗,‍⚕❤️🌡🏥👩💉💊💪🖐😷🤕🤗🤲🩹🩺,0,0.5925925925925927,0.4444444444444444,13,10,17,7
🤽‍♀️🔥🏖️🏋️‍♂️✊,☀️🌊🏐🏖💥🔥🕶,0,0.2857142857142857,0.21428571428571427,12,13,8,5
💃💁‍♀️👖,❤👖💯🔝😍😎,0,0.16666666666666666,0.09090909090909091,6,6,6,0
🎾✨👥😅🤜📶🎾💪🔥,🎯🎾🏆👟💪🔥,0,0.4,0.2727272727272727,7,9,6,3
👗⏳😍🔥,✨🌟👗💃💄💕🔝🔥😍,0,0.46153846153846156,0.3,7,4,9,5
🙏💖🌺🍀💕🌼,🌟💕💖🙏🥰,0,0.5454545454545454,0.375,6,6,5,1
🇮🇸❄️🔥🏔️🎵🌸,❄️🇴🇸🌊🌲🏔🏞🏼,0,0.4444444444444444,0.3076923076923077,9,9,9,0
🏰⛓️🌲🌳⛰️💪😮✍️📘🔓🗡😱📖🪙,⏳🌄🏛🏰📚📜🕰,0,0.08333333333333333,0.047619047619047616,17,17,7,10
🌵💧❤️🪴🏠,️🌡🌳🌵🍃🏠💦💧💪,0,0.5333333333333333,0.36363636363636365,8,6,9,3
💃🎶🕺👯‍♂️👯‍♀️🌅,❤🎉🎶💃🕺🤩,0,0.3333333333333333,0.25,12,12,6,6
🎭🙋💃🎭🔟💑🎷🧡🌟,🌟🎤🎥🎬🎭👩💃😢,0,0.35294117647058826,0.23076923076923078,9,9,8,1
💃🔮💌✨👹🇮🇳🎊💫👘✴️🌈🎭👯‍♀️🎪💥✖️🤡,✨🌈🌸🌺🎆🎉🎨🎭👘💃,0,0.30303030303030304,0.19230769230769232,21,23,10,13
☀️🔥💦,☀❄️🌞🌴👙🔥,0,0.5454545454545454,0.375,5,4,7,3
🌿🌸🧘‍♀️💆‍♀️😌,‍♀♂️🌸🌿💆💜😌🧘,0,0.761904761904762,0.8,9,11,10,1
🍔🍟🤤🍔🍟,🍔🍟🔥🤤,0,0.6666666666666665,0.75,3,5,4,1
⚽🌍🧑‍🤝‍🧑🥅⚽,⚽🌍🌎🏆👥💪🗺🤝,0,0.35294117647058826,0.2727272727272727,7,9,8,1
🎨🌌🖼️💤🌀👀🎭🤔💭,✨🌀🌌🎨💫💭🖼,0,0.588235294117647,0.4166666666666667,9,10,7,3
🌳🎍🤩🌱🧒👉📏,🌲🌳🌿🍃💪,0,0.16666666666666666,0.09090909090909091,7,7,5,2
🏙️🌆🎨🗣️❤️😍🌈🦝🌼,✨️🌆🌇🌈🌟🎨🏙🏳💥🖌🗣,0,0.5,0.375,10,12,12,0
🌅🏝️⛱️🌊☀️😎💦,♂️🌅🌊🌴🏄🏖🏝🐚🐠,0,0.4000000000000001,0.2857142857142857,10,10,10,0
🏝️🌊🚤⛱️☀️🧘‍♀️🍹🌅😍,☀️🌅🌊🌞🌴🏖👙😍,0,0.4166666666666667,0.3125,12,15,9,6
🇮🇪🍀🌄🍺🍻🍃,🇪🇬🇮🇸🍺🏞🏰💰,0,0.39999999999999997,0.25,7,7,8,1
🔥🚚✨🪟🍔🌭🎉,🍔🏡🔥😋,0,0.36363636363636365,0.2222222222222222,7,7,4,3
🍅🥦🥭🍓🍞🛒✨🌿,🌶🌽🍅🍇🍉🍎🐓🥕🥩,0,0.11764705882352941,0.0625,9,8,9,1
🏊‍♂️💦💪🧘‍♂️👁️‍🗨️🏋️‍♂️,‍♀️🌊🏊👀💦🧠,0,0.28571428571428575,0.2857142857142857,18,20,8,12
❤️🥰🧥🌬🌨👨‍❤️‍👨☕❄️,❄️🌃🌨🌬🧣🧥,0,0.4545454545454545,0.4166666666666667,13,15,7,8
🦋🎏🌻🐝✨,🐛👀🦋,0,0.25,0.14285714285714285,5,5,3,2
🌟💡🎨,✨🌟🎨💥🖌,0,0.5,0.3333333333333333,4,3,5,2
🦁💯💃🏽🌍,👑🔥🤴🦁,0,0.22222222222222224,0.125,5,5,4,1
🍣🍣🍣🎨🔪🌸😋👌😍,🍣🍱🎨👌😋😍,0,0.6666666666666667,0.625,5,9,6,3
🖼️🤯💫🎨👏,✨️🌌🎨👀👁👏💡😮😲🤯🧠,0,0.4444444444444444,0.2857142857142857,10,6,12,6
🏀💪💃🤝🔥,‍♂️🎯🏀🏃🏽👥💪🔥🚀🤝🤸,0,0.4444444444444444,0.2857142857142857,10,5,13,8
👴📖🧐🗣️💭,🏼👴👵💡💬💭📖📚,0,0.42857142857142855,0.2727272727272727,7,6,8,2
⛈️🌪️🌅,⚡⛈️🌧🌩🌪,0,0.5454545454545454,0.42857142857142855,4,5,6,1
🌯🌯💕🌯😋🤤,💕🔥😋😍🤤🧀,0,0.5,0.42857142857142855,5,6,6,0
🐘🐾🧠🎉🙏🏼🌿🗞️,🐘🐾💡📚🧠,0,0.42857142857142855,0.2727272727272727,7,9,5,4
👩‍⚕️📖💪😷💉,‍⚕👨💉💊💪🧠,0,0.5333333333333333,0.36363636363636365,6,8,7,1
🏃🏅🥇😎❤️,‍♀♂️🏁🏃🏅💪,0,0.42857142857142855,0.2727272727272727,8,6,8,2
☀️💦🌪️🥵💨💖,☀❄️🆒🌀🌞🌡🌬💙💨😎🥵🥶,0,0.380952380952381,0.25,10,8,13,5
👩‍⚕️💉💊🏥❤️👨‍👧‍👦🚶‍♀️🏋️‍♀️🏊‍♂️💆‍♀️,‍⚕❤️🌡🏥👨👩💉💊😷🩹🩺,0,0.4090909090909091,0.42857142857142855,27,31,13,18
🍣🌙✨💃,🌃🌙🍚🍣🍱💃🥢,0,0.5454545454545454,0.375,5,4,7,3
🌻💛😄,🌞🌻🌼💛,0,0.5714285714285715,0.4,3,3,4,1
🌻🐝🌸🍃✨,‍🌞🌱🌸🌺🌻🌼🌿🍯🐜🐝😊,0,0.35294117647058826,0.21428571428571427,11,5,12,7
🏈👕🎉❤️,‍⚽️🎉🏻👩💃💪🙌,0,0.2857142857142857,0.16666666666666666,8,5,9,4
🏗️🏛️👷‍♂️🔨✨,✨️🎨🏢🏰📐🔨🖌,0,0.33333333333333326,0.23076923076923078,8,10,8,2
🚲🔧❤️,️🏼💪🔧😎🚲🛠,0,0.5454545454545454,0.375,6,4,7,3
🥗🥕🍇🥒🙌,🌞🍅🍉🍴😋🥗,0,0.1818181818181818,0.1,6,5,6,1
🍔🍟⚡,🍔💦😋,0,0.3333333333333333,0.2,2,3,3,0
🎤🎶🎸💜🙌,🎉🎤🎧🎵🎶🎸💃🕺😍🙌🤘🤩,0,0.47058823529411764,0.3076923076923077,8,5,12,7
🏖️🍴🥂🦐🌺,♂️🌊🏝💦,0,0.1818181818181818,0.1,5,6,5,1
🧼🍽️👷‍♀️🔌💦,🆕🍽💦🔌🚫🧼🧽,0,0.5,0.36363636363636365,8,9,7,2
🚛💪🌊🛤️➕🔓🌏💣😅,️👑💨💪🔥,0,0.26666666666666666,0.15384615384615385,9,10,5,5
🏃‍♀️🌳💪🤸‍♀️😄,🌳🌿🏞💪🚶,0,0.25000000000000006,0.18181818181818182,10,11,5,6
🏰🌳🌲🍃🖼️🧚‍♀️🧝‍♀️🏕️✨,‍♀✨️🌸🏞🏡🏰📚🧙🧚,0,0.42857142857142855,0.35294117647058826,15,17,11,6
✨💃🎶🌈🤗❤️,♂❤️🌈🎉🎪🎶👯💃💥🔥🕺,0,0.5263157894736842,0.35714285714285715,11,7,12,5
🦋💖💓🙈🍃,❤💓😍🦋,0,0.4444444444444445,0.2857142857142857,4,5,4,1
🏍️🏔️,️🏍💨🛣,0,0.5,0.4,4,4,4,0
🤖🛁🏠✨,✨🏠🏡💨💪🤖🧹🧽,0,0.5,0.3333333333333333,8,4,8,4
💃🎉,🎵🎶💃💥🔥🕺,0,0.25,0.14285714285714285,5,2,6,4
😍🏰⛪🌟🔔👼🌹😇🕍✨,⛪✨🌹🏛🏰💒🕍,0,0.588235294117647,0.4166666666666667,8,10,7,3
🌴👨‍👩‍👧‍👦🏖️😎⛱️🌊,‍❤️🌊🌞🌴🏖🏝👦👧👨👩😍,0,0.6666666666666666,0.6,13,14,13,1
🌅🌊😍🙌🧡,❤🌅🌊🌴😍,0,0.6,0.42857142857142855,4,5,5,0
👖💔🤘🔥😎,👖💥🔥😍,0,0.4444444444444445,0.2857142857142857,3,5,4,1
🚙💎🌳🤩🏞️,️🌲🏞💨💪🚙🚚🚜,0,0.42857142857142855,0.2727272727272727,8,6,8,2
🚘💨💁☀️💆‍♀️,☀️🌞🌬🏎💨😎🚗🚘,0,0.4444444444444444,0.3076923076923077,9,9,9,0
🖤👗✨💃🌟👠🍸,⚫✨🏻👗👠💃💄🖤,0,0.6666666666666666,0.5,7,7,8,1
😁🦷🧼🌟💞,⏰✅✨➡⭐️💓💡🔌😁🦷🧼🪥,0,0.33333333333333337,0.2,11,5,13,8
🤺⚔️🏹🥇💪🎖️,‍♀✨️🏆💪🥇,0,0.39999999999999997,0.2727272727272727,7,8,7,1
🏰🌍🏯🕌💠,✨️🌆🌍🎨🎭🏛🏰💫🕌🖼,0,0.37499999999999994,0.23076923076923078,9,5,11,6
👸👗🌸💃,☀🌸🌼👗💐😍,0,0.4,0.25,5,4,6,2
🌙☕📚🧘‍♀️💆‍♂️💤,‍♀✨❤️💫,0,0.3333333333333333,0.23076923076923078,9,12,6,6
☔💦‼️,☔🌧💦,0,0.5714285714285715,0.4,3,4,3,1
🎢🤩😮🔥,✨🎢😍😱🤩,0,0.4444444444444445,0.2857142857142857,4,4,5,1
🎉🎓🔨💻📝🅰️✅💯,✨🎉💪🤗,0,0.15384615384615383,0.08333333333333333,9,9,4,5
🦁👑💪🔥,✨🌟👑💪🦁🦾,0,0.6,0.42857142857142855,4,4,6,2
🛠️🔩🛠️📏🪚🔜🪜,✅️🎯💪🔌🔨🔩😌😍🛠,0,0.3157894736842105,0.21428571428571427,9,9,10,1
🏋️‍♀️💦🏃‍♀️⚡💪😎💨,‍♀️🏋👕👟💪🔥🩲,0,0.43478260869565216,0.35714285714285715,10,14,9,5
🎭🕰☺️😢🌅💘,✨❤️🌈🌸🌺🎶💖💞💭📸😢,0,0.2105263157894737,0.11764705882352941,12,7,12,5
☀️🕶️🌊🚗💨🌴🕺,☀️🌊🌞🌴🏖💨🕶😎🚗🚘,0,0.7000000000000001,0.5833333333333334,8,9,11,2
🌊🏖️☀️👨‍👩‍👧‍👦💛🥰,‍️🌊🌞🌴🏄🏖🏝👙👦👧👨👩😍😎,0,0.5517241379310344,0.4444444444444444,14,14,15,1
☕💪💼🌟💡💥,☕⚡🌟🎯💡💪💯🔌🔥,0,0.5333333333333333,0.36363636363636365,7,6,9,3
🐱⚽🥰😽🐾❤️💪,🌟🐈🐱🐾💕💪😺😻😼,0,0.35294117647058826,0.21428571428571427,9,8,9,1
🍔💦👌🏼😋🤤,🍔🔥😍🤤🧀,0,0.3636363636363636,0.2222222222222222,5,6,5,1
👨‍🦳🤠🎥🐴🌵😌❤️,❤️🍿🎥🎬👧👴,0,0.3529411764705882,0.21428571428571427,9,10,7,3
🌵💪🌿🌵🦔👍,❤🌵🏼💪,0,0.4,0.2857142857142857,5,6,4,2
💃🌟👀💃🌟💥👕👖🧣🧦,✂✨️🎩👗👜👠💃💄🕶🚀🛍,0,0.0909090909090909,0.05263157894736842,12,10,12,2
🇨🇭🍫🏞️🏰🧣❄️🌨️♨️🥾,☕⛄✨❄️🌲🍫🏔🏰🔥🛶,0,0.32,0.2222222222222222,13,14,11,3
🤵👔👠✨🌟,💪💯💼🔥😎🚀🛠,0,0.0,0.0,7,5,7,2
📏✂️🧩,✂✏️💯📏📐,0,0.6,0.42857142857142855,5,4,6,2
📜👁️✒️,✍️🎨👁📝🖊🖌🖼🗣,0,0.2857142857142857,0.18181818181818182,8,5,9,4
🍽️👪💥😂❤️,‍🍳👦👧👨👩💖😂,0,0.13333333333333333,0.07692307692307693,8,7,8,1
🩺⭐👩‍⚕️❤️,‍⚕️🏥👨👩💉💊💪😷🚑🩺,0,0.5,0.35714285714285715,11,8,12,4
✈️🧳👜🌟😎💁‍♀️,✨️🎒👗👜💼🚀,0,0.23529411764705882,0.14285714285714285,9,10,7,3
🌞🕶️👙🏊,‍☀♀️🌊🌴🏄🏊🏖👙😎,0,0.37499999999999994,0.23076923076923078,9,5,11,6
🚣‍♀️🛶💦🌊🌅,‍♀♂️🌳🏊💨🚤,0,0.375,0.23076923076923078,6,8,8,0
☕🌧️😴❤️,☔☕️🌧🍵💤🛌,0,0.4615384615384615,0.3333333333333333,6,6,7,1
✈️🌍🏙️🗺️🏛️🌄🌍💃🌴💙,‍✈️🌅🌍🎶🏰👩💃🗺🙌🛫🥘,0,0.3703703703703704,0.2777777777777778,13,14,13,1
🌿✨🌸💫,🌿💛💫,0,0.5714285714285715,0.4,2,4,3,1
☀️🌵🏜️🌿,☀️🌴🌵🌿🏖🏜🏝🏞💚💦,0,0.5882352941176471,0.45454545454545453,7,6,11,5
☕🤫⚡📚💪,☕💤💪😴🛌,0,0.4000000000000001,0.25,4,5,5,0
🥩🍳🥦🍲,‍🍲🍳🍽👨👩💯🔪😋🥘,0,0.28571428571428575,0.16666666666666666,9,4,10,6
🌸🏞️💫❤️✨,✨🌸🌺🌼🍃,0,0.3333333333333333,0.2222222222222222,7,7,5,2
🛍️🎉🏬👗👠💃💖,✨️🏪👗👜👠💃💄🕶🛍,0,0.5555555555555556,0.38461538461538464,7,8,10,2
👨‍🦳👵🫖🍽️💕🤗,❤️🍰🍴🍽👵,0,0.4,0.25,8,9,6,3
🏝️🏖️💦👣🕶️🚣‍♀️🌴,️🇬🇭🌅🌊🌍🌴🏖🏛🏝🐠👙🤿,0,0.3076923076923077,0.21052631578947367,13,13,13,0
🍲🍽️🌮🍣🌭,️🌍🌮🌯🌶🍕🍛🍜🍣🍰🍲🍳🍽🥐🥘,0,0.47619047619047616,0.3125,14,6,15,9
🦁🔊🗣️😲🌳,🌿🐾,0,0.0,0.0,6,6,2,4
🇨🇭⛰️🏰🌲❄️🏔️🍫✨,⛰✨️🇨🇭🌲🍫🏔🏞,0,0.761904761904762,0.7272727272727273,10,12,9,3
🔝🎨🙌🎫💥😮,✨❤️🌌🌟🎨🎭🏙📸🔥🖌🖼😍😮,0,0.2,0.1111111111111111,12,6,14,8
🐱🌸🦋,✨🌸🐛🦋,0,0.5714285714285715,0.4,2,3,4,1
🔥😋💥🌮,✨️🌮🌶🔥🤤,0,0.4,0.25,6,4,6,2
🚶🏞️🌼🌸🌺🌈🧚‍♂️📚🔮😍,‍♀✨️🌈🌳🌸🌻🌼🌿🏞🧚,0,0.5384615384615384,0.3888888888888889,13,14,12,2
📚❤️🌧️😌,☔🌧📚😌,0,0.6,0.5,4,6,4,2
😊☀️🌈❤️,☀✨❤️🌞🌻💛😄😊,0,0.5333333333333333,0.4,8,6,9,3
💪🏋️‍♀️💥🙌😊❗,♀✅🏋💥💪💯🔋🔥😁🙌,0,0.5,0.35714285714285715,10,10,10,0
🍣💃🏻🥢🍚🤤,✨❤🌸🍣🍱🐟👅👌💃😋😍🥢,0,0.3333333333333333,0.2,11,6,12,6
